,Id,Check_5,Check_3,Burnout_exh_1,Burnout_exh_2,Burnout_exh_3,Burnout_exh_4,Burnout_exh_5,Burnout_cyn_1,Burnout_cyn_2,Burnout_cyn_3,Burnout_cyn_4,Burnout_cyn_5,Burnout_eff_1,Burnout_eff_2,Burnout_eff_3,Burnout_eff_4,Burnout_eff_5,Burnout_eff_6,Burnout_eff_MEAN,Burnout_eff_1_REV,Burnout_eff_2_REV,Burnout_eff_3_REV,Burnout_eff_4_REV,Burnout_eff_5_REV,Burnout_eff_6_REV,Burnout_exh_MEAN,Burnout_cyn_MEAN,Burnout_ineff_MEAN,Work_overload,Safe_work_env,Safe_work_env_REV,Relation_supervisor_1,Relation_supervisor_2,Relation_supervisor_3,Relation_supervisor_4,Relation_supervisor_5,Relation_supervisor_6,Relation_supervisor_7,Relation_supervisor_8,Relation_supervisor_9,Relation_supervisor_10,Relation_supervisor_11,Relation_supervisor_MEAN,Relation_co_workers_IOS,Obj_supervisor_1,Obj_supervisor_2,Obj_supervisor_3,Obj_supervisor_4,Obj_supervisor_5,Obj_supervisor_6,Obj_supervisor_7,Obj_supervisor_8,Obj_supervisor_9,Obj_supervisor_7_REV,Obj_supervisor_8_REV,Obj_supervisor_9_REV,Obj_supervisor_MEAN,Obj_customer_1,Obj_customer_2,Obj_customer_3,Obj_customer_4,Obj_customer_5,Obj_customer_6,Obj_customer_7,Obj_customer_6_REV,Obj_customer_7_REV,Obj_costumer_MEAN,Bio_customer_1,Bio_customer_2,Bio_customer_3,Bio_customer_4,Bio_customer_5,Bio_customer_6,Bio_customer_7,Bio_customer_8,Bio_customer_7_REV,Bio_customer_8_REV,Bio_costumer_MEAN,Self_obj_object,Self_obj_thing,Self_obj_tool,Self_obj_number,Self_obj_machine,Self_obj_instrument,Self_obj_MEAN,Self_bio_virus,Self_bio_contagion,Self_bio_disease,Self_bio_infection,Self_bio_epidemic,Self_bio_MEAN,Sex,Age,Nationality,CLU4_1,QCL_4cl,filter_$
217,218.0,5.0,3.0,5.0,6.0,6.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,6.0,6.0,7.0,4.0,7.0,6.0,6.0,2.0,2.0,1.0,4.0,1.0,2.0,4.6,2.2,2.0,90.0,30.0,70.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.909090909090909,3.0,2.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,6.0,4.0,6.0,2.0,3.111111111111111,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.142857142857143,6.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,2.0,5.0,4.25,5.0,5.0,5.0,6.0,5.0,5.0,5.166666666666667,1.0,3.0,2.0,1.0,1.0,1.6,Female,38.0,Italiana,1.0,1.0,Selected
218,219.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,7.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,1.6,1.8,4.0,75.0,15.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,7.0,7.0,3.0,1.0,1.0,3.0,7.0,7.0,5.0,5.666666666666667,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,6.0,3.7142857142857144,4.0,4.0,7.0,3.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,3.0,5.0,5.0,Female,60.0,Italiana,4.0,4.0,Selected
219,220.0,5.0,4.0,7.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,7.0,7.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,5.2,6.4,2.0,61.0,1.0,99.0,1.0,5.0,6.0,4.0,3.0,1.0,1.0,6.0,5.0,6.0,1.0,3.5454545454545454,2.0,4.0,3.0,5.0,7.0,1.0,4.0,1.0,1.0,7.0,7.0,7.0,1.0,4.333333333333333,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,7.0,3.0,1.0,3.0,7.0,5.0,5.25,7.0,7.0,1.0,7.0,1.0,1.0,4.0,1.0,7.0,2.0,7.0,3.0,4.0,Female,49.0,Ita,,,Not Selected
220,221.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,6.0,7.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.5,3.0,3.0,3.0,6.0,3.0,3.0,3.4,5.2,3.5,5.0,88.0,12.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.8181818181818183,5.0,7.0,6.0,7.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,7.0,4.0,5.555555555555555,3.0,4.0,2.0,3.0,3.0,5.0,6.0,3.0,2.0,2.857142857142857,2.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,2.0,1.0,1.75,5.0,4.0,1.0,7.0,1.0,4.0,3.6666666666666665,3.0,3.0,3.0,3.0,3.0,3.0,Female,46.0,Italiana,,,Not Selected
221,222.0,5.0,3.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0,6.0,5.333333333333333,2.0,2.0,2.0,4.0,4.0,2.0,6.6,4.6,2.6666666666666665,100.0,6.0,94.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.8181818181818181,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,6.333333333333333,4.0,4.0,6.0,4.0,5.0,3.0,2.0,5.0,6.0,4.857142857142857,4.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,6.0,4.0,4.375,7.0,7.0,6.0,7.0,7.0,7.0,6.833333333333333,4.0,6.0,6.0,6.0,6.0,5.6,Female,37.0,Italiana,2.0,2.0,Selected
222,223.0,5.0,3.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,1.0,5.0,6.0,5.333333333333333,2.0,1.0,1.0,7.0,3.0,2.0,6.4,5.4,2.6666666666666665,85.0,20.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,7.0,1.0,7.0,1.0,7.0,4.444444444444445,1.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,3.0,1.4285714285714286,1.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,2.0,1.75,5.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,Female,34.0,Italiana,2.0,2.0,Selected
223,224.0,5.0,3.0,1.0,6.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,7.0,1.0,5.5,2.0,2.0,1.0,2.0,1.0,7.0,3.4,1.8,2.5,70.0,70.0,30.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,3.0,7.0,3.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,6.0,3.0,2.7777777777777777,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.5714285714285716,2.0,2.0,2.0,3.0,2.0,2.0,4.0,6.0,4.0,2.0,2.375,1.0,2.0,1.0,1.0,2.0,3.0,1.6666666666666667,1.0,3.0,1.0,1.0,1.0,1.4,Male,41.0,Italiana,4.0,4.0,Selected
224,225.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,3.0,1.0,2.0,4.0,4.0,7.0,2.0,2.0,2.0,3.5,4.0,4.0,1.0,6.0,6.0,6.0,6.8,3.8,4.5,31.0,31.0,69.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.1818181818181817,3.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,2.0,3.0,6.0,6.0,5.0,5.222222222222222,6.0,7.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,6.285714285714286,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,4.0,2.625,6.0,7.0,6.0,6.0,6.0,6.0,6.166666666666667,3.0,2.0,2.0,2.0,1.0,2.0,Female,48.0,Italiano,2.0,2.0,Selected
225,226.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,3.0,7.0,4.0,5.0,3.0,2.0,5.0,5.0,1.0,3.0,4.0,3.3333333333333335,6.0,3.0,3.0,7.0,5.0,4.0,6.8,4.4,4.666666666666667,50.0,30.0,70.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.6363636363636365,1.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,4.0,3.0,3.6666666666666665,6.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,6.0,4.857142857142857,5.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,6.0,6.0,4.375,6.0,5.0,5.0,7.0,5.0,5.0,5.5,3.0,3.0,2.0,2.0,2.0,2.4,Female,51.0,Italiana,2.0,2.0,Selected
226,227.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,2.8,2.0,80.0,49.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,3.0,7.0,1.0,5.0,6.111111111111111,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,4.0,2.125,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,59.0,italiana,1.0,1.0,Selected
227,228.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,1.0,2.0,1.0,3.0,2.8333333333333335,5.0,1.0,7.0,6.0,7.0,5.0,7.0,7.0,5.166666666666667,48.0,32.0,68.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.6363636363636365,1.0,5.0,5.0,7.0,5.0,4.0,6.0,1.0,1.0,3.0,7.0,7.0,5.0,5.666666666666667,7.0,7.0,6.0,7.0,5.0,3.0,1.0,5.0,7.0,6.285714285714286,7.0,7.0,7.0,7.0,5.0,6.0,1.0,1.0,7.0,7.0,6.625,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.6,Male,43.0,Italiana,2.0,2.0,Selected
228,229.0,5.0,3.0,1.0,5.0,6.0,2.0,3.0,1.0,5.0,7.0,2.0,1.0,7.0,7.0,6.0,4.0,7.0,7.0,6.333333333333333,1.0,1.0,2.0,4.0,1.0,1.0,3.4,3.2,1.6666666666666667,75.0,50.0,50.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,2.5454545454545454,5.0,7.0,7.0,7.0,4.0,4.0,6.0,3.0,2.0,5.0,5.0,6.0,3.0,5.444444444444445,1.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,3.0,1.2857142857142858,3.0,7.0,2.0,1.0,3.0,1.0,5.0,7.0,3.0,1.0,2.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,Male,49.0,Italiana,4.0,4.0,Selected
229,230.0,5.0,3.0,5.0,4.0,1.0,5.0,4.0,4.0,7.0,3.0,3.0,2.0,6.0,7.0,7.0,2.0,6.0,5.0,5.5,2.0,1.0,1.0,6.0,2.0,3.0,3.8,3.8,2.5,80.0,20.0,80.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5454545454545454,1.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,1.8888888888888888,6.0,7.0,2.0,5.0,3.0,4.0,7.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,3.0,1.0,1.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,39.0,Italiana,3.0,3.0,Selected
230,231.0,5.0,3.0,4.0,6.0,6.0,4.0,4.0,1.0,1.0,7.0,5.0,5.0,7.0,7.0,7.0,3.0,3.0,7.0,5.666666666666667,1.0,1.0,1.0,5.0,5.0,1.0,4.8,3.8,2.3333333333333335,43.0,27.0,73.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.2727272727272725,2.0,7.0,7.0,7.0,4.0,2.0,5.0,5.0,4.0,7.0,3.0,4.0,1.0,4.444444444444445,6.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,5.142857142857143,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.625,7.0,5.0,3.0,7.0,5.0,5.0,5.333333333333333,7.0,7.0,7.0,7.0,6.0,6.8,Female,34.0,Italiana,1.0,3.0,Selected
231,232.0,5.0,3.0,3.0,7.0,7.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,4.8,3.8,3.0,50.0,30.0,70.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.181818181818182,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,7.0,4.0,4.333333333333333,4.0,4.0,1.0,3.0,1.0,5.0,6.0,3.0,2.0,2.5714285714285716,3.0,2.0,1.0,4.0,1.0,1.0,5.0,6.0,3.0,2.0,2.125,4.0,5.0,1.0,5.0,3.0,6.0,4.0,1.0,3.0,3.0,3.0,3.0,2.6,Female,47.0,Italiana,3.0,3.0,Selected
232,233.0,5.0,3.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,6.0,3.0,4.0,4.0,4.5,3.0,3.0,2.0,5.0,4.0,4.0,4.6,3.6,3.5,69.0,71.0,29.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.1818181818181817,3.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,6.0,5.0,4.0,2.0,3.5555555555555554,2.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,2.4285714285714284,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.25,2.0,1.0,1.0,1.0,1.0,4.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,Female,34.0,Italiana,3.0,3.0,Selected
233,234.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,6.0,6.0,5.0,6.0,5.0,6.0,5.666666666666667,2.0,2.0,3.0,2.0,3.0,2.0,1.8,3.0,2.3333333333333335,0.0,90.0,10.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,6.0,2.0,3.0,2.0,3.5454545454545454,3.0,7.0,6.0,7.0,4.0,6.0,6.0,5.0,3.0,5.0,3.0,5.0,3.0,5.222222222222222,7.0,6.0,3.0,4.0,4.0,5.0,6.0,3.0,2.0,4.142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.5,1.0,4.0,4.0,2.0,4.0,4.0,3.1666666666666665,1.0,4.0,1.0,1.0,1.0,1.6,Female,32.0,Italiana,4.0,4.0,Selected
234,235.0,5.0,3.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,6.0,6.0,7.0,4.0,7.0,6.0,6.0,2.0,2.0,1.0,4.0,1.0,2.0,4.4,2.6,2.0,90.0,20.0,80.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.9090909090909092,7.0,5.0,7.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,6.0,4.0,4.0,4.888888888888889,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,3.0,2.0,4.0,5.0,6.0,5.0,1.0,2.0,7.0,6.0,4.75,6.0,6.0,6.0,6.0,6.0,7.0,6.166666666666667,3.0,3.0,3.0,3.0,3.0,3.0,Female,31.0,Italiana,1.0,1.0,Selected
235,236.0,5.0,3.0,7.0,6.0,6.0,6.0,6.0,1.0,6.0,7.0,1.0,1.0,6.0,7.0,7.0,2.0,7.0,6.0,5.833333333333333,2.0,1.0,1.0,6.0,1.0,2.0,6.2,3.2,2.1666666666666665,40.0,50.0,50.0,6.0,5.0,6.0,6.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,5.545454545454546,5.0,7.0,2.0,4.0,1.0,1.0,4.0,7.0,1.0,7.0,1.0,7.0,1.0,3.111111111111111,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.2857142857142856,4.0,4.0,4.0,4.0,6.0,4.0,1.0,2.0,7.0,6.0,4.875,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.2,Male,44.0,italiana,1.0,1.0,Selected
236,237.0,5.0,3.0,3.0,7.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,4.166666666666667,3.0,3.0,3.0,7.0,4.0,3.0,3.8,2.2,3.8333333333333335,80.0,75.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,3.0,7.0,1.0,1.0,6.0,7.0,7.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.571428571428571,4.0,1.0,1.0,1.0,4.0,1.0,7.0,4.0,1.0,4.0,2.125,4.0,2.0,3.0,3.0,3.0,2.0,2.8333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,Female,61.0,Italiana,4.0,3.0,Selected
237,238.0,5.0,3.0,6.0,6.0,4.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,7.0,5.333333333333333,3.0,2.0,3.0,4.0,3.0,1.0,5.4,6.6,2.6666666666666665,100.0,32.0,68.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,7.0,3.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.222222222222222,7.0,7.0,7.0,7.0,7.0,1.0,2.0,7.0,6.0,6.857142857142857,7.0,7.0,5.0,7.0,7.0,4.0,1.0,1.0,7.0,7.0,6.375,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,42.0,It,2.0,2.0,Selected
238,239.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,3.0,6.0,5.0,5.0,4.0,4.0,5.0,7.0,5.0,5.0,5.0,5.166666666666667,4.0,3.0,1.0,3.0,3.0,3.0,5.4,4.6,2.8333333333333335,50.0,66.0,34.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.636363636363637,5.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,4.0,7.0,2.0,4.0,1.0,1.8888888888888888,5.0,6.0,3.0,3.0,3.0,5.0,6.0,3.0,2.0,3.5714285714285716,5.0,5.0,3.0,4.0,4.0,5.0,2.0,6.0,6.0,2.0,4.25,5.0,2.0,2.0,2.0,2.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,Male,37.0,Italia,2.0,2.0,Selected
239,240.0,5.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,5.0,2.0,6.0,5.0,4.666666666666667,4.0,2.0,3.0,6.0,2.0,3.0,2.4,2.8,3.3333333333333335,24.0,70.0,30.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,5.181818181818182,5.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,6.0,5.0,6.0,2.0,2.5555555555555554,1.0,3.0,1.0,1.0,1.0,6.0,6.0,2.0,2.0,1.5714285714285714,1.0,5.0,2.0,1.0,2.0,1.0,5.0,6.0,3.0,2.0,2.125,2.0,1.0,2.0,2.0,2.0,2.0,1.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,Female,33.0,Italiana,3.0,4.0,Selected
240,241.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,7.0,7.0,1.0,3.0,7.0,6.0,5.0,2.0,1.0,7.0,4.666666666666667,1.0,2.0,3.0,6.0,7.0,1.0,4.4,4.6,3.3333333333333335,82.0,92.0,8.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.8181818181818181,2.0,5.0,7.0,7.0,7.0,7.0,7.0,1.0,6.0,2.0,7.0,2.0,6.0,6.111111111111111,7.0,7.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.285714285714286,2.0,2.0,2.0,6.0,6.0,2.0,3.0,3.0,5.0,5.0,3.75,7.0,7.0,7.0,7.0,4.0,7.0,6.5,4.0,4.0,4.0,4.0,4.0,4.0,Male,53.0,Italiana,3.0,3.0,Selected
241,242.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,5.0,5.0,7.0,4.0,5.0,5.0,5.166666666666667,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.8333333333333335,60.0,61.0,39.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,4.818181818181818,4.0,7.0,5.0,3.0,1.0,1.0,3.0,5.0,3.0,6.0,3.0,5.0,2.0,3.3333333333333335,3.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,3.0,1.7142857142857142,3.0,3.0,3.0,2.0,3.0,1.0,6.0,4.0,2.0,4.0,2.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.8,Female,39.0,Italiana,4.0,4.0,Selected
242,243.0,5.0,3.0,4.0,7.0,5.0,5.0,6.0,2.0,5.0,2.0,1.0,1.0,5.0,6.0,7.0,5.0,5.0,5.0,5.5,3.0,2.0,1.0,3.0,3.0,3.0,5.4,2.2,2.5,92.0,0.0,100.0,1.0,3.0,2.0,2.0,6.0,2.0,5.0,5.0,2.0,1.0,1.0,2.727272727272727,3.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,1.0,4.0,5.0,7.0,4.0,5.555555555555555,3.0,3.0,7.0,3.0,3.0,6.0,5.0,2.0,3.0,3.4285714285714284,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,6.0,3.375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,31.0,italiana,1.0,1.0,Selected
243,244.0,5.0,3.0,7.0,5.0,7.0,4.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,94.0,48.0,52.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.4545454545454546,7.0,1.0,5.0,3.0,5.0,7.0,6.0,6.0,3.0,4.0,2.0,5.0,4.0,4.222222222222222,5.0,7.0,7.0,7.0,7.0,3.0,1.0,5.0,7.0,6.428571428571429,7.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,2.875,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,1.0,1.0,2.2,Female,44.0,Italiana,1.0,1.0,Selected
244,245.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,6.0,7.0,5.0,6.166666666666667,3.0,1.0,1.0,2.0,1.0,3.0,1.6,1.6,1.8333333333333333,32.0,1.0,99.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,3.272727272727273,7.0,6.0,7.0,7.0,5.0,5.0,5.0,1.0,7.0,3.0,7.0,1.0,5.0,5.333333333333333,7.0,7.0,7.0,7.0,5.0,3.0,3.0,5.0,5.0,6.142857142857143,7.0,7.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,4.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,Female,51.0,Italiana,4.0,4.0,Selected
245,246.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,1.0,7.0,7.0,7.0,4.0,1.0,7.0,4.0,5.0,1.0,1.0,4.0,7.0,1.0,4.0,7.0,5.4,3.0,61.0,20.0,80.0,1.0,4.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,4.0,6.0,1.0,4.0,5.888888888888889,4.0,6.0,6.0,5.0,6.0,3.0,4.0,5.0,4.0,5.142857142857143,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,5.0,2.0,6.125,7.0,7.0,6.0,7.0,7.0,7.0,6.833333333333333,7.0,7.0,7.0,7.0,7.0,7.0,Female,42.0,Italia,2.0,2.0,Selected
246,247.0,5.0,3.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,7.0,2.0,2.0,5.0,7.0,2.0,1.0,7.0,3.0,4.166666666666667,3.0,1.0,6.0,7.0,1.0,5.0,5.2,4.4,3.8333333333333335,100.0,30.0,70.0,3.0,4.0,5.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,2.0,3.909090909090909,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,6.0,3.0,4.0,2.0,2.0,7.0,6.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.142857142857143,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.2,Female,44.0,Italiana,2.0,2.0,Selected
247,248.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,4.0,4.0,4.0,2.0,6.0,1.0,5.0,4.0,2.0,3.3333333333333335,6.0,2.0,7.0,3.0,4.0,6.0,5.6,4.8,4.666666666666667,80.0,18.0,82.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,6.0,1.0,4.0,2.0,2.909090909090909,6.0,4.0,7.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,5.444444444444445,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.8571428571428572,4.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,2.375,5.0,6.0,5.0,6.0,5.0,6.0,5.5,1.0,1.0,1.0,1.0,1.0,1.0,Male,51.0,Italiana,3.0,2.0,Selected
